Response ID,dob,gender,job_duration,industry,current_occupation,total_employees,household,Metro or Regional,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,Connectivity ,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,q11,q12,q13,q14,q15,q16,q17,q18,Class
1419,1987,Male,More than 5 years,Information Media and Telecommunications,Managers - Specialist Managers,More than 200,Couple with no dependent children,Regional,2,4,8,0.5,9,1.5,5,8,No,Not a barrier for me,Not a barrier for me,Somewhat improved,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Significantly worsened,Not a barrier for me,Not a barrier for me,Significantly improved,Strongly agree,Somewhat agree,Strongly disagree,Yes,more productivity
1420,1984,Female,More than 5 years,Construction,Clerical and administrative workers - Office Managers and Program Administrators,More than 200,Couple with no dependent children,Regional,2,5,8,0.5,8,3,4.5,8,No,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat worsened,Somewhat worsened,Not a barrier for me,Stayed about the same,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat agree,Somewhat agree,Somewhat agree,No,more productivity
1421,1984,Female,More than 5 years,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",Between 5 and 19,Group household,Metro,5,2,6,0,9,4,4,7,Yes,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat agree,Strongly agree,Neither agree nor disagree,No,more productivity
1422,1983,Male,Between 1 and 5 years,Education and Training,Managers - Specialist Managers,More than 200,Couple with no dependent children,Metro,3,4,8,0.25,7.5,3,5.2,8,No,Significantly worsened,Not a barrier for me,Somewhat improved,Somewhat worsened,Somewhat improved,Stayed about the same,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Not a barrier for me,Somewhat worsened,Not a barrier for me,Not a barrier for me,Strongly agree,Strongly agree,Strongly disagree,Yes,more productivity
1423,1993,Male,More than 5 years,Financial and Insurance,Managers - Specialist Managers,More than 200,Single person,Metro,2,3,8,1,7.5,1,6,8.5,No,Not a barrier for me,Somewhat worsened,Stayed about the same,Somewhat improved,Not a barrier for me,Stayed about the same,Somewhat improved,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat improved,Not a barrier for me,Somewhat worsened,Not a barrier for me,Not a barrier for me,Neither agree nor disagree,Strongly agree,Somewhat agree,Yes,less productivity
1424,1979,Male,Between 1 and 5 years,Other Services,"Managers - Chief Executives, General Managers and Legislators",More than 200,Couple with no dependent children,Metro,2,3,8,0,10,3,3,8,No,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat worsened,Somewhat worsened,Significantly worsened,Somewhat worsened,Somewhat improved,Not a barrier for me,Somewhat worsened,Significantly worsened,Somewhat improved,Stayed about the same,Stayed about the same,Not a barrier for me,Not a barrier for me,Strongly agree,Somewhat agree,Neither agree nor disagree,Yes,less productivity
1425,1993,Male,Between 1 and 5 years,Health Care and Social Assistance,Professionals - Health Professionals,I am a sole trader/owner-operator,Group household,Metro,3,3,9,0,8,3,4,9,No,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat disagree,Neither agree nor disagree,Somewhat agree,No,less productivity
1426,1977,Female,Between 1 and 5 years,Administrative and Support,Clerical and administrative workers - Other Clerical and Administrative Workers,More than 200,Couple with dependent children,Metro,2,3.5,8,0.5,7.5,3,5,8,Yes,Not a barrier for me,Not a barrier for me,Significantly improved,Not a barrier for me,Not a barrier for me,Significantly improved,Not a barrier for me,Somewhat improved,Significantly improved,Not a barrier for me,Significantly improved,Significantly improved,Significantly improved,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat agree,Somewhat agree,Somewhat disagree,No,more productivity
1427,1980,Male,More than 5 years,Education and Training,Professionals - Education Professionals,More than 200,Couple with no dependent children,Regional,2,6,8,1,8,3,4,8,No,Stayed about the same,Somewhat improved,Significantly improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat worsened,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,No,more productivity
1428,1976,Female,Between 1 and 5 years,Information Media and Telecommunications,Clerical and administrative workers - Other Clerical and Administrative Workers,Between 20 and 199,Single person,Metro,0,3,9,0.5,9,1,5,8.5,No,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Somewhat agree,Somewhat agree,Somewhat agree,No,more productivity
1429,1983,Female,Between 6 and 12 months,Other Services,Clerical and administrative workers - Clerical and Office Support Workers,Between 20 and 199,Couple with dependent children,Metro,3,3,9,0,7,3,5,9,No,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Significantly worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat agree,Strongly agree,Neither agree nor disagree,No,more productivity
1430,1982,Female,More than 5 years,Wholesale Trade,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,One parent family with dependent children,Metro,4,1,8,0.5,8.5,4,3,8,No,Significantly improved,Significantly improved,Somewhat improved,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Significantly improved,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat agree,Strongly agree,Somewhat agree,Yes,more productivity
1431,1991,Male,Between 1 and 5 years,"Professional, Scientific and Technical",Managers - Specialist Managers,More than 200,Couple with dependent children,Metro,4,3,8,1,8,4,3,8,Yes,Significantly improved,Not a barrier for me,Significantly improved,Not a barrier for me,Significantly improved,Significantly improved,Not a barrier for me,Not a barrier for me,Significantly improved,Not a barrier for me,Significantly improved,Not a barrier for me,Significantly improved,Not a barrier for me,Not a barrier for me,Significantly improved,Somewhat agree,Strongly agree,Somewhat agree,Yes,more productivity
1432,1994,Female,Between 1 and 5 years,Construction,Technicians and trades workers - Construction Trades Workers,More than 200,Couple with no dependent children,Metro,2,3,8,1,8,2,3,10,No,Somewhat improved,Stayed about the same,Somewhat improved,Significantly improved,Stayed about the same,Significantly improved,Somewhat improved,Significantly improved,Somewhat improved,Significantly improved,Somewhat improved,Somewhat improved,Stayed about the same,Significantly improved,Significantly improved,Stayed about the same,Strongly agree,Somewhat agree,Somewhat agree,No,more productivity
1433,1989,Male,More than 5 years,Accommodation and Food,Professionals - ICT Professionals,Between 5 and 19,Single person,Metro,2,4,8,0,10,2,5,7,Yes,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat agree,Somewhat agree,Somewhat agree,No,more productivity
1434,1983,Female,Between 1 and 5 years,Information Media and Telecommunications,Clerical and administrative workers - General Clerical Workers,More than 200,Group household,Metro,2,3,9,0,9.5,2,3,9.5,No,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat agree,Strongly disagree,Neither agree nor disagree,No,more productivity
1435,1978,Male,More than 5 years,Arts and Recreation,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Couple with no dependent children,Metro,2.5,3,8,0.25,10,2,3.7,8,No,Somewhat worsened,Stayed about the same,Somewhat improved,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Neither agree nor disagree,Somewhat disagree,Strongly agree,Yes,same productivity
1436,1982,Female,More than 5 years,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,Couple with dependent children,Metro,,5,8,0,9,2,5,8,No,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Not a barrier for me,Stayed about the same,Somewhat improved,Strongly agree,Strongly agree,Somewhat agree,No,more productivity
1437,1991,Male,Between 1 and 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with no dependent children,Metro,1,2,9,2,8,3,3,8,No,Somewhat improved,Somewhat improved,Somewhat improved,Significantly improved,Stayed about the same,Not a barrier for me,Stayed about the same,Somewhat improved,Somewhat improved,Not a barrier for me,Not a barrier for me,Somewhat improved,Significantly improved,Somewhat worsened,Significantly improved,Significantly improved,Strongly disagree,Strongly disagree,Strongly disagree,No,more productivity
1438,1985,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Technicians and trades workers - Engineering, ICT and Science Technicians",Between 20 and 199,Single person,Metro,2,3,7,0.5,9,2,4.5,8,Yes,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Stayed about the same,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Significantly worsened,Significantly worsened,Not a barrier for me,Not a barrier for me,Somewhat disagree,Strongly disagree,Strongly disagree,Yes,more productivity
1439,1978,Female,Between 1 and 5 years,"Professional, Scientific and Technical","Professionals - Legal, Social and Welfare Professionals",More than 200,Group household,Metro,1,4,8,0.5,8,2,5.5,8,No,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Neither agree nor disagree,Somewhat disagree,Somewhat agree,No,same productivity
